State,Year,Group_Name,Sub_Group_Name,Property Recovered,Property Stolen,Value of Property Recovered,Value of Property Stolen
Idaho,2006,Robbery - Property,Robbery,7,14,"91,980.00","37,94,780.00"
Minnesota,2006,Robbery - Property,Robbery,526,792,"2,67,26,055.60","5,00,36,682.30"
Georgia,2006,Robbery - Property,Robbery,315,347,"5,51,73,884.40","6,94,68,261.50"
Kansas,2006,Robbery - Property,Robbery,21,25,"30,16,788.00","38,54,059.00"
Indiana,2006,Robbery - Property,Robbery,33,95,"26,94,022.80","46,96,080.40"
South Carolina,2006,Robbery - Property,Robbery,136,656,"48,78,936.00","2,72,31,801.30"
Michigan,2006,Robbery - Property,Robbery,726,1147,"2,94,87,066.00","6,81,88,769.00"
Missouri,2006,Robbery - Property,Robbery,249,514,"65,31,217.20","2,11,27,506.40"
Arizona,2006,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2006,Robbery - Property,Robbery,1084,1505,"3,73,71,571.20","8,59,13,620.10"
Arkansas,2006,Robbery - Property,Robbery,1528,2159,"6,08,07,771.60","17,09,45,094.10"
Ohio,2006,Robbery - Property,Robbery,#VALUE!,7,#VALUE!,"74,800.00"
West Virginia,2006,Robbery - Property,Robbery,13,55,"10,16,214.00","18,73,791.70"
Utah,2006,Robbery - Property,Robbery,5,9,"39,075.60","1,78,636.70"
North Dakota,2006,Robbery - Property,Robbery,21,70,"6,84,240.00","5,85,50,768.10"
Louisiana,2006,Robbery - Property,Robbery,674,1006,"2,12,57,427.60","5,20,94,926.40"
Pennsylvania,2006,Robbery - Property,Robbery,1,3,"12,000.00","1,21,000.00"
Oregon,2006,Robbery - Property,Robbery,107,121,"1,55,98,593.60","2,41,12,051.70"
Vermont,2006,Robbery - Property,Robbery,400,494,"5,81,10,903.60","6,35,69,860.20"
Guam,2006,Robbery - Property,Robbery,2,8,"56,400.00","1,66,760.00"
Wisconsin,2006,Robbery - Property,Robbery,367,383,"2,01,74,440.80","2,48,97,654.10"
Oklahoma,2006,Robbery - Property,Robbery,21,60,"3,40,344.00","15,65,388.00"
District of Columbia,2006,Robbery - Property,Robbery,868,1330,"9,44,93,112.00","16,19,23,540.90"
Texas,2006,Robbery - Property,Robbery,50,96,"19,96,578.00","66,16,476.90"
New Mexico,2006,Robbery - Property,Robbery,161,362,"84,88,564.80","3,08,00,064.90"
Nevada,2007,Robbery - Property,Robbery,6,8,"1,97,628.00","2,63,659.00"
Montana,2007,Robbery - Property,Robbery,339,513,"2,60,29,790.40","4,70,23,622.80"
Maryland,2007,Robbery - Property,Robbery,39,64,"23,63,640.00","36,56,848.80"
Delaware,2007,Robbery - Property,Robbery,122,422,"38,24,649.60","1,58,92,789.00"
Florida,2007,Robbery - Property,Robbery,340,1519,"1,86,62,024.40","7,51,36,320.60"
Colorado,2007,Robbery - Property,Robbery,32,31,"7,82,892.00","17,78,051.00"
South Dakota,2007,Robbery - Property,Robbery,268,363,"99,77,175.60","2,02,40,134.20"
California,2007,Robbery - Property,Robbery,3,3,"36,000.00","33,000.00"
Hawaii,2007,Robbery - Property,Robbery,#VALUE!,2,#VALUE!,"3,300.00"
New York,2007,Robbery - Property,Robbery,488,473,"1,19,40,619.20","5,34,60,924.00"
Idaho,2007,Robbery - Property,Robbery,13,19,"61,78,053.60","70,92,382.00"
Minnesota,2007,Robbery - Property,Robbery,551,898,"2,64,99,094.80","5,95,02,260.40"
Georgia,2007,Robbery - Property,Robbery,366,427,"6,97,01,828.40","9,56,90,413.50"
Kansas,2007,Robbery - Property,Robbery,9,20,"20,33,880.00","47,49,932.00"
Indiana,2007,Robbery - Property,Robbery,36,91,"47,07,816.00","77,26,048.00"
South Carolina,2007,Robbery - Property,Robbery,139,655,"90,64,023.60","4,12,20,067.90"
Michigan,2007,Robbery - Property,Robbery,862,1111,"3,09,30,169.20","7,29,81,032.30"
Missouri,2007,Robbery - Property,Robbery,352,617,"85,09,612.80","3,18,06,470.30"
Arizona,2007,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2007,Robbery - Property,Robbery,1149,1679,"6,12,99,474.00","9,81,29,205.90"
Arkansas,2007,Robbery - Property,Robbery,1648,2322,"6,47,16,075.60","18,42,21,515.50"
Ohio,2007,Robbery - Property,Robbery,#VALUE!,9,#VALUE!,"15,31,530.00"
West Virginia,2007,Robbery - Property,Robbery,10,48,"8,40,120.00","15,42,619.10"
Utah,2007,Robbery - Property,Robbery,3,3,"47,160.00","48,785.00"
North Dakota,2007,Robbery - Property,Robbery,7,63,"15,86,280.00","88,73,147.80"
Louisiana,2007,Robbery - Property,Robbery,704,1082,"2,14,32,777.60","6,92,53,620.70"
Pennsylvania,2007,Robbery - Property,Robbery,4,7,"83,100.00","35,59,875.00"
Oregon,2007,Robbery - Property,Robbery,109,117,"1,20,39,954.00","2,58,27,587.50"
Vermont,2007,Robbery - Property,Robbery,428,615,"5,42,54,910.00","7,24,43,328.10"
Guam,2007,Robbery - Property,Robbery,#VALUE!,5,#VALUE!,"96,470.00"
Wisconsin,2007,Robbery - Property,Robbery,425,421,"2,63,41,245.60","3,24,85,124.10"
Oklahoma,2007,Robbery - Property,Robbery,10,54,"2,68,500.00","10,08,124.70"
District of Columbia,2007,Robbery - Property,Robbery,844,1204,"8,37,01,561.20","15,99,30,197.90"
Texas,2007,Robbery - Property,Robbery,70,122,"51,90,492.00","88,78,492.70"
New Mexico,2007,Robbery - Property,Robbery,152,363,"1,64,73,282.00","3,82,44,160.90"
Nevada,2008,Robbery - Property,Robbery,10,12,"97,440.00","2,23,740.00"
Montana,2008,Robbery - Property,Robbery,355,509,"3,64,87,636.80","6,04,41,769.30"
Maryland,2008,Robbery - Property,Robbery,41,67,"8,56,944.00","14,11,201.00"
Delaware,2008,Robbery - Property,Robbery,145,483,"59,50,983.60","2,92,02,729.60"
Florida,2008,Robbery - Property,Robbery,399,1353,"1,41,64,720.80","7,91,80,905.10"
Colorado,2008,Robbery - Property,Robbery,22,20,"3,22,320.00","2,97,660.00"
South Dakota,2008,Robbery - Property,Robbery,297,425,"2,22,09,199.20","3,32,19,023.20"
California,2008,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Hawaii,2008,Robbery - Property,Robbery,1,3,"4,80,000.00","10,84,270.00"
New York,2008,Robbery - Property,Robbery,369,460,"89,10,300.00","9,18,41,764.30"
Idaho,2008,Robbery - Property,Robbery,7,20,"1,42,560.00","25,42,518.00"
Minnesota,2008,Robbery - Property,Robbery,662,1107,"2,65,98,612.00","6,32,77,216.20"
Georgia,2008,Robbery - Property,Robbery,403,472,"7,71,84,631.20","10,79,58,517.70"
Kansas,2008,Robbery - Property,Robbery,10,17,"8,51,256.00","22,20,823.00"
Indiana,2008,Robbery - Property,Robbery,24,51,"65,68,944.00","75,81,442.00"
South Carolina,2008,Robbery - Property,Robbery,206,647,"92,31,247.20","3,99,49,311.60"
Michigan,2008,Robbery - Property,Robbery,911,1369,"4,72,48,414.80","14,04,21,392.10"
Missouri,2008,Robbery - Property,Robbery,356,616,"1,51,97,166.00","5,14,00,421.60"
Arizona,2008,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2008,Robbery - Property,Robbery,1242,1899,"6,61,00,957.20","15,74,51,163.10"
Arkansas,2008,Robbery - Property,Robbery,1826,2536,"9,26,55,619.20","62,69,04,096.50"
Ohio,2008,Robbery - Property,Robbery,2,6,"22,800.00","11,79,860.00"
West Virginia,2008,Robbery - Property,Robbery,17,54,"64,920.00","30,82,365.00"
Utah,2008,Robbery - Property,Robbery,4,5,"86,620.80","1,09,142.00"
North Dakota,2008,Robbery - Property,Robbery,5,74,"7,20,360.00","29,99,87,638.50"
Louisiana,2008,Robbery - Property,Robbery,740,1118,"2,59,13,370.00","6,11,02,268.70"
Pennsylvania,2008,Robbery - Property,Robbery,10,9,"5,22,588.00","4,79,039.00"
Oregon,2008,Robbery - Property,Robbery,122,142,"6,03,89,016.00","7,94,81,524.10"
Vermont,2008,Robbery - Property,Robbery,471,660,"6,90,46,634.40","8,16,57,303.20"
Guam,2008,Robbery - Property,Robbery,#VALUE!,6,#VALUE!,"1,35,410.00"
Wisconsin,2008,Robbery - Property,Robbery,559,563,"2,71,96,989.60","3,53,54,173.80"
Oklahoma,2008,Robbery - Property,Robbery,11,81,"42,000.00","11,04,613.40"
District of Columbia,2008,Robbery - Property,Robbery,927,1193,"12,75,44,356.80","20,86,44,472.30"
Texas,2008,Robbery - Property,Robbery,82,98,"73,23,036.00","1,43,24,708.20"
New Mexico,2008,Robbery - Property,Robbery,195,521,"69,75,940.80","2,67,45,966.50"
Nevada,2009,Robbery - Property,Robbery,9,9,"2,25,240.00","2,44,420.00"
Montana,2009,Robbery - Property,Robbery,316,456,"3,89,40,190.80","5,79,67,762.60"
Maryland,2009,Robbery - Property,Robbery,30,47,"9,14,208.00","22,43,054.00"
Delaware,2009,Robbery - Property,Robbery,121,578,"54,96,297.60","2,97,04,955.50"
Florida,2009,Robbery - Property,Robbery,359,1376,"1,69,16,457.60","7,45,04,559.80"
Colorado,2009,Robbery - Property,Robbery,22,23,"5,91,540.00","9,72,015.00"
South Dakota,2009,Robbery - Property,Robbery,361,471,"1,73,15,067.60","2,91,82,595.20"
California,2009,Robbery - Property,Robbery,1,2,"10,80,000.00","9,96,325.00"
Hawaii,2009,Robbery - Property,Robbery,1,3,"26,880.00","3,70,040.00"
New York,2009,Robbery - Property,Robbery,411,438,"3,81,38,562.00","14,77,52,447.70"
Idaho,2009,Robbery - Property,Robbery,14,25,"21,75,000.00","45,67,288.00"
Minnesota,2009,Robbery - Property,Robbery,581,1200,"4,45,88,012.40","8,34,91,603.80"
Georgia,2009,Robbery - Property,Robbery,443,577,"8,02,27,027.20","12,54,03,719.10"
Kansas,2009,Robbery - Property,Robbery,8,18,"1,34,496.00","34,66,397.00"
Indiana,2009,Robbery - Property,Robbery,22,52,"24,97,932.00","46,04,814.50"
South Carolina,2009,Robbery - Property,Robbery,207,663,"92,30,158.80","3,93,91,898.70"
Michigan,2009,Robbery - Property,Robbery,1047,1551,"7,95,86,232.00","12,96,22,674.50"
Missouri,2009,Robbery - Property,Robbery,431,616,"1,48,81,764.00","3,65,43,667.60"
Arizona,2009,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2009,Robbery - Property,Robbery,1397,1930,"6,38,71,383.60","11,10,33,268.50"
Arkansas,2009,Robbery - Property,Robbery,1946,2789,"9,14,74,370.40","27,31,28,477.60"
Ohio,2009,Robbery - Property,Robbery,#VALUE!,3,#VALUE!,"3,90,500.00"
West Virginia,2009,Robbery - Property,Robbery,9,57,"2,02,632.00","24,17,338.00"
Utah,2009,Robbery - Property,Robbery,1,3,"1,44,000.00","7,56,727.40"
North Dakota,2009,Robbery - Property,Robbery,10,78,"35,18,544.00","71,88,08,346.30"
Louisiana,2009,Robbery - Property,Robbery,718,1265,"3,04,02,003.60","8,90,14,208.80"
Pennsylvania,2009,Robbery - Property,Robbery,8,8,"2,70,240.00","5,72,220.00"
Oregon,2009,Robbery - Property,Robbery,130,145,"1,55,48,520.00","2,65,71,227.10"
Vermont,2009,Robbery - Property,Robbery,522,704,"10,35,62,128.80","15,10,34,045.80"
Guam,2009,Robbery - Property,Robbery,#VALUE!,3,#VALUE!,"64,350.00"
Wisconsin,2009,Robbery - Property,Robbery,851,972,"5,75,52,019.20","7,71,04,758.50"
Oklahoma,2009,Robbery - Property,Robbery,16,65,"15,84,192.00","23,36,419.80"
District of Columbia,2009,Robbery - Property,Robbery,1037,1385,"12,88,28,730.00","20,39,84,665.50"
Texas,2009,Robbery - Property,Robbery,99,128,"88,58,748.00","1,26,97,660.80"
New Mexico,2009,Robbery - Property,Robbery,170,638,"2,83,79,732.40","6,53,26,411.70"
Nevada,2010,Robbery - Property,Robbery,3,6,"72,096.00","3,49,889.10"
Montana,2010,Robbery - Property,Robbery,344,453,"2,38,82,878.80","4,30,58,172.30"
Maryland,2010,Robbery - Property,Robbery,27,59,"18,50,144.40","49,52,315.50"
Delaware,2010,Robbery - Property,Robbery,90,563,"39,87,468.00","1,51,21,249.00"
Florida,2010,Robbery - Property,Robbery,311,1307,"1,68,96,339.60","9,23,61,166.70"
Colorado,2010,Robbery - Property,Robbery,53,57,"6,80,568.00","37,50,384.00"
South Dakota,2010,Robbery - Property,Robbery,330,469,"1,15,15,340.40","3,34,81,187.30"
California,2010,Robbery - Property,Robbery,#VALUE!,3,#VALUE!,"10,41,597.70"
Hawaii,2010,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New York,2010,Robbery - Property,Robbery,444,509,"1,97,81,448.00","12,82,71,624.80"
Idaho,2010,Robbery - Property,Robbery,28,31,"26,94,900.00","64,26,530.00"
Minnesota,2010,Robbery - Property,Robbery,640,1162,"3,65,72,816.40","11,69,93,384.20"
Georgia,2010,Robbery - Property,Robbery,491,624,"8,75,11,508.40","12,79,77,828.00"
Kansas,2010,Robbery - Property,Robbery,7,9,"14,05,758.00","17,81,411.50"
Indiana,2010,Robbery - Property,Robbery,19,48,"42,17,760.00","60,84,320.00"
South Carolina,2010,Robbery - Property,Robbery,201,603,"98,15,851.20","3,43,11,709.30"
Michigan,2010,Robbery - Property,Robbery,1031,1657,"14,75,42,053.20","16,59,32,197.20"
Missouri,2010,Robbery - Property,Robbery,343,445,"1,09,06,092.00","2,10,12,028.40"
Arizona,2010,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2010,Robbery - Property,Robbery,1201,1630,"8,83,04,953.20","14,36,51,077.90"
Arkansas,2010,Robbery - Property,Robbery,2250,3128,"10,46,93,839.20","1,67,29,90,531.30"
Ohio,2010,Robbery - Property,Robbery,1,2,"13,800.00","56,650.00"
West Virginia,2010,Robbery - Property,Robbery,10,56,"1,38,000.00","31,79,324.50"
Utah,2010,Robbery - Property,Robbery,10,14,"33,540.00","16,58,536.00"
North Dakota,2010,Robbery - Property,Robbery,12,54,"8,25,636.00","1,25,05,443.50"
Louisiana,2010,Robbery - Property,Robbery,730,1267,"4,08,76,736.40","13,11,14,703.50"
Pennsylvania,2010,Robbery - Property,Robbery,4,4,"25,68,078.00","26,68,565.90"
Oregon,2010,Robbery - Property,Robbery,195,205,"4,00,62,502.80","5,04,79,146.30"
Vermont,2010,Robbery - Property,Robbery,573,741,"11,50,32,264.00","12,74,39,205.30"
Guam,2010,Robbery - Property,Robbery,#VALUE!,6,#VALUE!,"1,88,760.00"
Wisconsin,2010,Robbery - Property,Robbery,1353,1544,"8,51,78,050.80","12,88,79,845.60"
Oklahoma,2010,Robbery - Property,Robbery,16,54,"4,75,242.00","14,50,300.50"
District of Columbia,2010,Robbery - Property,Robbery,1247,1706,"14,52,73,704.00","27,16,98,462.20"
Texas,2010,Robbery - Property,Robbery,102,129,"97,29,084.00","1,54,18,610.90"
New Mexico,2010,Robbery - Property,Robbery,194,678,"1,44,12,740.40","5,54,33,308.70"
Nevada,2001,Theft - Property,Theft,24,55,"4,25,185.20","6,55,103.90"
Montana,2001,Theft - Property,Theft,9705,13970,"12,99,10,489.20","24,65,14,959.90"
Maryland,2001,Theft - Property,Theft,197,377,"76,13,647.20","1,36,35,174.30"
Delaware,2001,Theft - Property,Theft,1186,4562,"91,31,132.40","4,20,46,211.90"
Florida,2001,Theft - Property,Theft,1981,8241,"2,20,71,200.40","29,52,69,612.00"
Colorado,2001,Theft - Property,Theft,567,1300,"2,08,21,054.80","4,06,51,821.10"
South Dakota,2001,Theft - Property,Theft,1697,4090,"2,73,20,817.60","5,64,61,967.10"
California,2001,Theft - Property,Theft,19,38,"3,96,680.40","11,54,337.80"
Hawaii,2001,Theft - Property,Theft,12,33,"11,21,032.80","17,85,175.70"
New York,2001,Theft - Property,Theft,4320,16385,"17,61,21,172.80","96,60,25,506.60"
Idaho,2001,Theft - Property,Theft,206,486,"73,47,652.80","2,00,42,374.00"
Minnesota,2001,Theft - Property,Theft,4712,13281,"14,36,69,110.80","46,45,43,869.90"
Georgia,2001,Theft - Property,Theft,2870,5198,"17,72,55,930.00","25,06,06,761.90"
Kansas,2001,Theft - Property,Theft,213,507,"1,61,65,284.00","3,00,95,399.40"
Indiana,2001,Theft - Property,Theft,630,1631,"3,00,39,100.80","6,56,77,552.60"
South Carolina,2001,Theft - Property,Theft,954,2751,"83,11,464.00","8,06,32,389.20"
Michigan,2001,Theft - Property,Theft,4246,10938,"16,51,41,445.20","33,23,20,687.60"
Missouri,2001,Theft - Property,Theft,2247,4560,"7,54,73,059.20","24,70,17,865.60"
Arizona,2001,Theft - Property,Theft,4,9,"38,280.00","1,03,169.00"
Alaska,2001,Theft - Property,Theft,6635,17224,"14,95,59,196.80","30,72,28,131.10"
Arkansas,2001,Theft - Property,Theft,14091,33717,"49,00,24,024.80","1,62,72,52,782.10"
Ohio,2001,Theft - Property,Theft,17,184,"2,67,894.00","56,78,467.30"
West Virginia,2001,Theft - Property,Theft,87,230,"25,79,192.40","48,31,051.50"
Utah,2001,Theft - Property,Theft,615,746,"48,40,848.00","82,56,426.20"
North Dakota,2001,Theft - Property,Theft,62,139,"25,35,260.40","1,52,39,093.10"
Louisiana,2001,Theft - Property,Theft,2914,4718,"3,66,43,119.60","9,80,16,638.50"
Pennsylvania,2001,Theft - Property,Theft,267,449,"41,10,453.60","76,01,635.80"
Oregon,2001,Theft - Property,Theft,1414,2570,"9,13,31,654.40","18,37,95,893.60"
Vermont,2001,Theft - Property,Theft,3971,12482,"31,02,98,425.20","42,35,53,167.40"
Guam,2001,Theft - Property,Theft,23,46,"11,28,774.00","26,61,952.70"
Wisconsin,2001,Theft - Property,Theft,13314,14201,"19,52,45,832.00","24,41,39,811.30"
Oklahoma,2001,Theft - Property,Theft,69,220,"2,92,464.00","47,46,487.90"
District of Columbia,2001,Theft - Property,Theft,5953,20454,"17,61,75,759.60","48,15,20,968.50"
Texas,2001,Theft - Property,Theft,395,1206,"1,42,17,345.60","2,96,25,174.70"
New Mexico,2001,Theft - Property,Theft,3533,12108,"7,20,52,303.20","25,30,92,555.10"
Nevada,2002,Theft - Property,Theft,17,42,"4,51,360.80","6,97,657.40"
Montana,2002,Theft - Property,Theft,10400,16199,"14,74,77,262.80","26,57,91,720.70"
Maryland,2002,Theft - Property,Theft,176,336,"58,88,690.40","1,84,51,438.50"
Delaware,2002,Theft - Property,Theft,1240,4722,"1,86,10,948.80","7,21,16,690.80"
Florida,2002,Theft - Property,Theft,2011,8623,"2,56,42,087.20","10,30,22,568.00"
Colorado,2002,Theft - Property,Theft,483,1400,"2,23,80,048.00","6,12,52,512.20"
South Dakota,2002,Theft - Property,Theft,1879,3657,"2,98,58,922.00","5,87,13,903.60"
California,2002,Theft - Property,Theft,44,61,"32,26,116.00","55,25,476.00"
Hawaii,2002,Theft - Property,Theft,23,48,"15,20,520.00","29,39,916.10"
New York,2002,Theft - Property,Theft,5167,14131,"9,17,99,221.20","98,74,48,803.00"
Idaho,2002,Theft - Property,Theft,134,419,"71,21,367.60","1,85,86,696.70"
Minnesota,2002,Theft - Property,Theft,4460,13274,"11,86,08,277.20","44,34,83,599.90"
Georgia,2002,Theft - Property,Theft,2945,5068,"18,64,16,461.20","25,63,05,251.40"
Kansas,2002,Theft - Property,Theft,209,476,"2,06,23,887.60","3,56,89,662.80"
Indiana,2002,Theft - Property,Theft,859,1717,"3,46,79,924.40","6,54,64,753.20"
South Carolina,2002,Theft - Property,Theft,1026,3718,"1,08,58,581.60","8,40,04,210.40"
Michigan,2002,Theft - Property,Theft,4481,11745,"14,69,46,194.40","31,54,53,128.10"
Missouri,2002,Theft - Property,Theft,1942,4617,"7,77,16,675.20","26,97,60,286.40"
Arizona,2002,Theft - Property,Theft,5,10,"70,200.00","1,03,499.00"
Alaska,2002,Theft - Property,Theft,7365,17645,"14,86,02,416.40","31,72,52,166.00"
Arkansas,2002,Theft - Property,Theft,13435,31827,"42,97,23,332.40","1,66,08,26,284.70"
Ohio,2002,Theft - Property,Theft,20,217,"8,78,076.00","1,13,99,912.70"
West Virginia,2002,Theft - Property,Theft,96,333,"29,14,998.00","78,68,251.60"
Utah,2002,Theft - Property,Theft,744,849,"59,06,631.60","1,16,17,392.60"
North Dakota,2002,Theft - Property,Theft,110,196,"39,30,904.80","1,33,13,243.90"
Louisiana,2002,Theft - Property,Theft,2285,4372,"4,99,63,016.40","10,60,95,507.10"
Pennsylvania,2002,Theft - Property,Theft,213,447,"37,93,870.80","81,89,281.10"
Oregon,2002,Theft - Property,Theft,1666,2519,"11,02,71,973.20","17,70,18,733.10"
Vermont,2002,Theft - Property,Theft,3847,12148,"28,29,43,826.40","41,44,42,971.80"
Guam,2002,Theft - Property,Theft,15,54,"1,09,086.00","2,36,500.00"
Wisconsin,2002,Theft - Property,Theft,15668,15809,"23,20,25,758.80","27,34,14,111.30"
Oklahoma,2002,Theft - Property,Theft,65,230,"7,59,438.00","1,98,14,483.70"
District of Columbia,2002,Theft - Property,Theft,5887,16430,"25,08,46,863.60","46,74,90,515.80"
Texas,2002,Theft - Property,Theft,432,1068,"1,15,67,342.40","2,99,82,515.20"
New Mexico,2002,Theft - Property,Theft,2302,10582,"8,83,85,116.80","29,30,35,936.60"
Nevada,2003,Theft - Property,Theft,16,51,"1,79,370.00","15,30,838.10"
Montana,2003,Theft - Property,Theft,11177,19586,"20,57,18,691.60","38,86,28,992.40"
Maryland,2003,Theft - Property,Theft,144,315,"45,18,308.40","1,60,85,465.00"
